Company number, Job Title, Industry, Main Company Interest, Country,Country Region,Channel Group (Inbound),Device Category, Num of Employees, Signup Timestamp Date, Conversion to Mql Timestamp Date, First Demo Date Date, Conversion to Paid Timestamp Date, Arr At Conversion
1837,Owner,cleaning,timeTracking,United Kingdom,Europe,cpc-google,Mobile,20,09/06/2024,,,,
1838,Administrator,npo,general,United States of America,NorthAmerica,,Mobile,20,09/06/2024,,,,
1839,Manager,other,timeTracking,Germany,Europe,referral,PC,20,09/06/2024,,,,
1840,Manager,security,scheduling,United States of America,NorthAmerica,cpc-google_pmax,PC,20,09/06/2024,,,,
1841,Franchise Owner,retail,general,United States of America,NorthAmerica,cpc-google,PC,40,09/06/2024,20/06/2024,,,
1842,Supervisor,foodBeverages,scheduling,Canada,NorthAmerica,cpc-pmp,PC,20,09/06/2024,,,,
1843,Operations Manager,healthcare,timeTracking,United Kingdom,Europe,cpc-google,Mobile,40,09/06/2024,13/06/2024,13/06/2024,,
1844,general manager,foodBeverages,timeClock,United States of America,NorthAmerica,direct,PC,40,09/06/2024,,,09/06/2024,624
1845,...,foodBeverages,general,Portugal,Europe,mobile,Mobile,20,09/06/2024,,,,
1846,Administrative Director,manufacturing,scheduling,Mexico,NorthAmerica,cpc-pmp,PC,75,09/06/2024,,,,
1847,Admin,other,schedule,United States of America,NorthAmerica,mobile,Mobile,40,09/06/2024,,,,
1848,General Manager,hospitality,checklists,Serbia,Europe,cpc-google,PC,20,09/06/2024,09/06/2024,,,
1849,Family Program Director,hospitality,general,United States of America,NorthAmerica,mobile,Mobile,40,09/06/2024,,,,
1850,Caterer,events,events,United Kingdom,Europe,direct,Mobile,350,09/06/2024,,,,
1851,HR,npo,checklists,Jordan,ArabStates,cpc-google,PC,150,09/06/2024,,,,
1852,CEO,telecom,timeTracking,Philippines,APAC,cpc-google,Mobile,20,09/06/2024,,,,
1853,CE,construction,schedule,Philippines,APAC,cpc-google,PC,20,09/06/2024,,,,
1854,Consultoria,healthcare,checklists,Brazil,SouthAmerica,cpc-google,PC,150,09/06/2024,,,,
1855,CEO,npo,scheduling,Australia,APAC,cpc-google,Mobile,40,09/06/2024,,,,
1856,Operator,other,timeTracking,Canada,NorthAmerica,cpc-google_pmax,Mobile,20,09/06/2024,,,,
1857,manegar,foodBeverages,schedule,Jordan,ArabStates,organic,PC,"3,000",09/06/2024,09/06/2024,,15/06/2024,751.2
1858,Obermini,religious,scheduling,Germany,Europe,cpc-pmp,PC,20,09/06/2024,,,,
1859,Residential Suoervisor,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,09/06/2024,,,,
1860,Care giver,healthcare,general,United States of America,NorthAmerica,mobile,Mobile,75,09/06/2024,,,,
1861,Manager,foodBeverages,checklists,Netherlands,Europe,cpc-google,Mobile,75,09/06/2024,10/06/2024,12/06/2024,,
1862,assistente de logistica,other,checklists,Brazil,SouthAmerica,cpc-google,PC,20,08/06/2024,,,,
1863,Project Manager,construction,timeTracking,Ireland,Europe,cpc-google_pmax,Mobile,75,08/06/2024,13/06/2024,19/06/2024,,
1864,Executive Director,governmental,general,United States of America,NorthAmerica,mobile,Mobile,20,08/06/2024,,,,
1865,IT unit HeAd,construction,timeTracking,Kuwait,ArabStates,cpc-google,PC,150,08/06/2024,,,,
1866,Digital Transformation Manager,construction,timeClock,Australia,APAC,cpc-google,Mobile,150,08/06/2024,10/06/2024,,,
1867,Restauranteur,hospitality,general,United States of America,NorthAmerica,mobile,Mobile,40,08/06/2024,,,,
1868,Front Office Manager,hospitality,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,08/06/2024,,,,
1869,Supervisor,other,scheduling,United States of America,NorthAmerica,cpc-TechnologyAdvice,Mobile,20,08/06/2024,,,,
1870,CAREGIVER,healthcare,timeTracking,United Kingdom,Europe,cpc-google_sd_rmkt,Mobile,20,08/06/2024,,,,
1871,Manager,manufacturing,general,Italy,Europe,mobile,Mobile,20,08/06/2024,,,,
1872,Textile Production Assistant - Cutting Room,manufacturing,general,United Kingdom,Europe,,Mobile,20,08/06/2024,,,,
1873,מנכל,retail,general,Israel,Israel,mobile,Mobile,40,08/06/2024,,,,
1874,Supervisor,governmental,general,Canada,NorthAmerica,mobile,Mobile,40,08/06/2024,,,,
1875,Support worker,healthcare,general,Canada,NorthAmerica,direct,Mobile,40,08/06/2024,,,,
1876,CEO,transportation,general,Canada,NorthAmerica,cpc-Bingpaid_brand,PC,40,08/06/2024,08/06/2024,12/06/2024,14/06/2024,"1,128"
1877,Systems & Support Director,other,taskManagement,South Africa,Africa,cpc-google,PC,150,08/06/2024,,,,
1878,Associée,other,schedule,France,Europe,mobile,Mobile,20,08/06/2024,08/06/2024,,,
1879,DH,telecom,general,Indonesia,APAC,mobile,Mobile,40,08/06/2024,,,,
1880,COMMERCIAL PROJECTS MANAGER,fieldServices,general,United Kingdom,Europe,cpc-google_pmax,PC,20,08/06/2024,,,,
1881,CEO/Founder,npo,timeTracking,United States of America,NorthAmerica,cpc-google,PC,40,08/06/2024,,,,
1882,director,healthcare,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,08/06/2024,,,,
1883,Owner,retail,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,08/06/2024,08/06/2024,12/06/2024,,
1884,Pharmacist,healthcare,scheduling,United Kingdom,Europe,cpc-google_pmax,PC,20,08/06/2024,08/06/2024,,,
1885,BA,staffing,scheduling,India,APAC,uncategorized,PC,40,08/06/2024,,,,
1886,CEO and Foundogs,other,general,United States of America,NorthAmerica,direct,PC,"3,000",08/06/2024,,,,
1887,Director,other,timeTracking,United Kingdom,Europe,cpc-google,Mobile,20,08/06/2024,,,,
1888,Sgt,security,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,08/06/2024,08/06/2024,,,
1889,Manager,healthcare,schedule,United States of America,NorthAmerica,mobile,Mobile,20,08/06/2024,,,,
1890,CEO/COO/CTO,retail,general,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,08/06/2024,,,,
1891,Professional Advisor,governmental,checklists,New Zealand,APAC,cpc-google,PC,20,08/06/2024,,,,
1892,Manager,other,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,Mobile,20,08/06/2024,16/06/2024,11/06/2024,,
1893,Manager/Director,healthcare,general,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,08/06/2024,08/06/2024,,,
1894,Kitchen assistant,foodBeverages,timeClock,United Kingdom,Europe,direct,Mobile,150,08/06/2024,,,,
1895,Technician,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,08/06/2024,,,,
1896,manager,foodBeverages,scheduling,Canada,NorthAmerica,cpc-pmp,PC,20,08/06/2024,,,,
1897,CEO,transportation,timeClock,United States of America,NorthAmerica,cpc-google,Mobile,40,08/06/2024,08/06/2024,11/06/2024,11/06/2024,"1,428"
1898,Security Officer,security,general,United States of America,NorthAmerica,mobile,Mobile,20,08/06/2024,,,,
1899,CCO,foodBeverages,general,United States of America,NorthAmerica,direct,PC,75,08/06/2024,09/06/2024,19/06/2024,,
1900,Gm,foodBeverages,checklists,United States of America,NorthAmerica,organic,Mobile,20,08/06/2024,,,,
1901,Nice,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,20,08/06/2024,,,,
1902,Owner,hospitality,scheduling,United States of America,NorthAmerica,organic,Mobile,20,08/06/2024,,,,
1903,travel agent,staffing,timeTracking,United Arab Emirates,ArabStates,cpc-google,PC,20,08/06/2024,,,,
1904,Iener,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-TikTok,Mobile,75,08/06/2024,,,,
1905,Canvasser,other,general,United States of America,NorthAmerica,mobile,Mobile,20,08/06/2024,,,,
1906,Operations,foodBeverages,scheduling,Netherlands,Europe,cpc-google,PC,20,08/06/2024,,,,
1907,Owner,foodBeverages,general,United States of America,NorthAmerica,cpc-google,PC,75,08/06/2024,08/06/2024,,,
1908,General manager,retail,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,08/06/2024,09/06/2024,,,
1909,developer,staffing,general,India,APAC,direct,PC,75,08/06/2024,,,,
1910,Owner,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,08/06/2024,22/06/2024,,,
1911,Pct,healthcare,schedule,United States of America,NorthAmerica,mobile,Mobile,"3,000",08/06/2024,,,,
1912,Owner,construction,general,United States of America,NorthAmerica,organic,PC,75,08/06/2024,,,,
1913,Agritourism Manager,hospitality,scheduling,United States of America,NorthAmerica,cpc-google,PC,75,08/06/2024,09/06/2024,,23/06/2024,420
1914,CEO,cleaning,general,United States of America,NorthAmerica,organic,Mobile,20,08/06/2024,,,,
1915,Operations manager,hospitality,schedule,United States of America,NorthAmerica,mobile,Mobile,40,08/06/2024,09/06/2024,12/06/2024,22/06/2024,"1,260"
1916,Teacher,education,general,Singapore,APAC,mobile,Mobile,40,08/06/2024,,,,
1917,Assistant Manager,other,general,United States of America,NorthAmerica,mobile,Mobile,20,08/06/2024,09/06/2024,,18/06/2024,348
1918,LEADERSHIP,hospitality,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,08/06/2024,,,,
1919,Manager,foodBeverages,scheduling,Australia,APAC,cpc-google,PC,20,08/06/2024,,,,
1920,Planner,logistics,scheduling,United Kingdom,Europe,cpc-google,PC,20,08/06/2024,,,,
1921,Parts specialist,construction,general,United States of America,NorthAmerica,cpc-google,Mobile,20,08/06/2024,,,,
1922,Cook,cleaning,communication,United States of America,NorthAmerica,cpc-google_pmax,Mobile,40,08/06/2024,,,,
1923,Manager,other,scheduling,Singapore,APAC,cpc-pmp,Mobile,40,08/06/2024,,,,
1924,HR Generalist,manufacturing,general,United States of America,NorthAmerica,cpc-google,Mobile,350,08/06/2024,,,,
1925,Empleada,manufacturing,timeClock,United States of America,NorthAmerica,mobile,Mobile,75,08/06/2024,,,,
1926,IT Administrator,construction,timeClock,Saudi Arabia,ArabStates,cpc-google,PC,40,08/06/2024,08/06/2024,,,
1927,Manager,foodBeverages,schedule,United States of America,NorthAmerica,mobile,Mobile,40,08/06/2024,09/06/2024,,22/06/2024,840
1928,Ko,foodBeverages,scheduling,Sweden,Europe,cpc-google,Mobile,20,08/06/2024,,,,
1929,District manager,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,350,08/06/2024,,,,
1930,PRESIDENTE,logistics,general,Dominican Republic,NorthAmerica,direct,PC,75,08/06/2024,08/06/2024,,,
1931,Manager,other,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,08/06/2024,,,,
1932,Field Director,fieldServices,checklists,United States of America,NorthAmerica,cpc-google,PC,20,08/06/2024,,,,
1933,Making Your Premises sparkle,cleaning,general,United Kingdom,Europe,organic,Mobile,20,08/06/2024,,11/06/2024,,
1934,CEO,realEstate,general,Egypt,ArabStates,cpc-pmp,PC,40,08/06/2024,,,,
1935,CEO,security,scheduling,Switzerland,Europe,cpc-google,PC,20,08/06/2024,08/06/2024,17/06/2024,11/09/2024,"1,428"
1936,Office,education,scheduling,United States of America,NorthAmerica,cpc-google_pmax,PC,20,08/06/2024,,,,
1937,Treasurer,events,"timeClock,schedule",United Kingdom,Europe,cpc-google_pmax,PC,75,08/06/2024,08/06/2024,11/06/2024,,
1938,Owner,education,general,United States of America,NorthAmerica,cpc-google,Mobile,20,08/06/2024,,10/06/2024,,
1939,Director,hospitality,general,United States of America,NorthAmerica,organic,Mobile,75,08/06/2024,,,,
1940,President,other,general,Canada,NorthAmerica,cpc-google_brand,PC,20,08/06/2024,,12/06/2024,,
1941,test,foodBeverages,"timeClock,schedule",Israel,Israel,,Mobile,40,08/06/2024,,,,
1942,Director,healthcare,general,Australia,APAC,mobile,Mobile,20,08/06/2024,,,,
1943,Owner,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,08/06/2024,08/06/2024,,,
1944,Box office,retail,timeClock,United States of America,NorthAmerica,mobile,Mobile,20,08/06/2024,,,,
1945,Area manager,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,08/06/2024,,,,
1946,Chief,other,scheduling,United States of America,NorthAmerica,cpc-google,PC,75,08/06/2024,,,,
1947,Franchisee,foodBeverages,general,United States of America,NorthAmerica,cpc-google,Mobile,350,08/06/2024,14/06/2024,13/06/2024,14/06/2024,"17,178"
1948,Doc,healthcare,scheduling,Ethiopia,Africa,cpc-pmp,Mobile,20,08/06/2024,,,,
1949,PROJECT MANAGER,construction,scheduling,Greece,Europe,cpc-google,PC,20,08/06/2024,,,,
1950,Managing Partner,beautySpa,general,United States of America,NorthAmerica,organic,PC,20,08/06/2024,08/06/2024,,19/06/2024,420
1951,Kitchen Assistance,foodBeverages,general,United Kingdom,Europe,direct,Mobile,20,08/06/2024,,,,
1952,Know,security,general,United Arab Emirates,ArabStates,mobile,Mobile,"3,000",08/06/2024,,,,
1953,Director,other,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,08/06/2024,08/06/2024,12/06/2024,19/06/2024,"1,176"
1954,Director,other,schedule,Cyprus,APAC,organic,PC,20,08/06/2024,08/06/2024,,,
1955,CEO,healthcare,general,United States of America,NorthAmerica,cpc-google,Mobile,20,08/06/2024,09/06/2024,11/06/2024,11/06/2024,"1,764"
1956,President,other,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,PC,40,08/06/2024,,,,
1957,eeg,security,timeTracking,Germany,Europe,cpc-google,PC,350,08/06/2024,,,,
1958,Aftherhours Operation support,transportation,scheduling,United States of America,NorthAmerica,cpc-google,PC,150,08/06/2024,,,,
1959,Manager,healthcare,general,Singapore,APAC,cpc-google,Mobile,40,08/06/2024,,,,
1960,Manager,retail,scheduling,United States of America,NorthAmerica,cpc-TikTok,Mobile,20,08/06/2024,,,,
1961,Limpieza,cleaning,schedule,United States of America,NorthAmerica,mobile,Mobile,75,08/06/2024,,,,
1962,Coordinator,education,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,08/06/2024,,,,
1963,Pres,construction,timeTracking,Canada,NorthAmerica,cpc-google,PC,20,08/06/2024,08/06/2024,,14/06/2024,"1,044"
1964,owner,entertainment,scheduling,United States of America,NorthAmerica,direct,PC,75,08/06/2024,19/06/2024,,,
1965,General manager,retail,"timeClock,schedule",Canada,NorthAmerica,mobile,Mobile,20,08/06/2024,08/06/2024,,19/06/2024,420
1966,Owner,cleaning,general,Canada,NorthAmerica,cpc-google_pmax,Mobile,20,08/06/2024,08/06/2024,,23/06/2024,348
1967,Security Officer,security,general,United States of America,NorthAmerica,mobile,Mobile,20,08/06/2024,,,,
1968,SOC Manager,security,scheduling,United States of America,NorthAmerica,cpc-google_pmax,Mobile,20,08/06/2024,,,,
1969,Secretary,healthcare,general,United States of America,NorthAmerica,cpc-google,Mobile,20,08/06/2024,,,,
1970,Director of Resident Services,healthcare,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,08/06/2024,16/06/2024,10/06/2024,25/06/2024,708
1971,General Manager,retail,general,United States of America,NorthAmerica,mobile,Mobile,20,08/06/2024,,,,
1972,IT,transportation,general,Philippines,APAC,direct,PC,20,08/06/2024,,,,
1973,נהג,transportation,timeClock,Israel,Israel,mobile,Mobile,150,08/06/2024,,,,
1974,Driver,foodBeverages,timeClock,Canada,NorthAmerica,direct,Mobile,40,08/06/2024,,,,
1975,Manager,other,schedule,United States of America,NorthAmerica,mobile,Mobile,20,08/06/2024,,,,
1976,NA,other,taskManagement,Philippines,APAC,cpc-google,PC,"3,000",08/06/2024,,,,
1977,Manager,transportation,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,08/06/2024,,,,
1978,Admin,governmental,schedule,Philippines,APAC,mobile,Mobile,20,08/06/2024,,,,
1979,Fitness Professional,fitness,timeClock,Ireland,Europe,mobile,Mobile,"3,000",08/06/2024,10/06/2024,,,
1980,Department Manager,other,schedule,United States of America,NorthAmerica,mobile,Mobile,20,08/06/2024,,,,
1981,software engineer,telecom,timeTracking,Oman,ArabStates,cpc-google,PC,20,08/06/2024,08/06/2024,,,
1982,Manager,retail,general,Ireland,Europe,mobile,Mobile,20,08/06/2024,,,,
1983,software developer,security,schedule,India,APAC,organic,PC,20,08/06/2024,,,,
1984,Kitchen manager,foodBeverages,general,United Kingdom,Europe,mobile,Mobile,20,08/06/2024,,,,
1985,FINANCE AND INSURANCE SPECIALIST,other,scheduling,Philippines,APAC,cpc-google,PC,40,08/06/2024,,,,
1986,מתמטיקה,healthcare,schedule,Israel,Israel,cpc-google_il,PC,150,08/06/2024,,,,
1987,Engineer,healthcare,"timeClock,schedule",United Kingdom,Europe,mobile,Mobile,40,08/06/2024,,,,
1988,engineer mechanic2,healthcare,timeClock,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,08/06/2024,,,,
1989,Manager,other,schedule,United States of America,NorthAmerica,mobile,Mobile,20,08/06/2024,,,,
1990,Assistant Manager,retail,general,United States of America,NorthAmerica,mobile,Mobile,40,08/06/2024,08/06/2024,,21/06/2024,420
1991,Director,cleaning,general,United Kingdom,Europe,mobile,Mobile,20,08/06/2024,10/06/2024,,08/07/2024,"1,128"
1992,owner,other,scheduling,United States of America,NorthAmerica,partnerships-partnerstack,PC,20,08/06/2024,08/06/2024,,,
1993,CEO,governmental,timeTracking,United Kingdom,Europe,cpc-Bingpaid,PC,20,08/06/2024,08/06/2024,,,
1994,Manager,hospitality,checklists,Sweden,Europe,cpc-google,PC,20,08/06/2024,,,,
1995,Cna,healthcare,"timeClock,schedule",United States of America,NorthAmerica,mobile,Mobile,40,08/06/2024,,,,
1996,Assistant Director,education,general,United States of America,NorthAmerica,cpc-google_pmax,PC,40,08/06/2024,,,,
1997,Owner,other,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,Mobile,75,08/06/2024,,,,
1998,CEO,healthcare,chatAndUpdates,Australia,APAC,cpc-google,PC,350,08/06/2024,08/06/2024,21/06/2024,21/06/2024,"4,419"
1999,Owner,foodBeverages,chatAndUpdates,United States of America,NorthAmerica,organic,PC,75,08/06/2024,,,08/06/2024,348
2000,Supervisor de Planilla,other,timeTracking,Panama,NorthAmerica,cpc-google,PC,150,08/06/2024,,,,
2001,Assistant Technical Director,healthcare,general,United States of America,NorthAmerica,cpc-google,PC,75,08/06/2024,08/06/2024,,,
2002,UI/UX Designer,other,general,India,APAC,cpc-pmp,PC,75,08/06/2024,,,,
2003,principal architect,construction,timeTracking,Philippines,APAC,cpc-google,Mobile,40,08/06/2024,,,,
2004,Commander,fieldServices,general,United States of America,NorthAmerica,partnerships-partnerstack,Mobile,20,08/06/2024,,,14/06/2024,"1,224"
2005,OWNER,cleaning,timeTracking,Bahamas,NorthAmerica,cpc-Bingpaid,PC,40,08/06/2024,,,,
2006,Managing Director,retail,scheduling,United States of America,NorthAmerica,partnerships-partnerstack,PC,20,08/06/2024,08/06/2024,,,
2007,Health Care Director,healthcare,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,08/06/2024,,,,
2008,Administrator,beautySpa,general,United States of America,NorthAmerica,mobile,Mobile,20,08/06/2024,10/06/2024,,17/06/2024,588
2009,Owner,hospitality,schedule,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,08/06/2024,08/06/2024,,27/06/2024,348
2010,Administrative Assistant,foodBeverages,schedule,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,07/06/2024,,02/07/2024,420
2011,FD,other,timeTracking,South Africa,Africa,cpc-google,PC,20,07/06/2024,,,,
2012,Shop Manager,construction,scheduling,Canada,NorthAmerica,cpc-google,PC,20,07/06/2024,11/06/2024,,,
2013,Managing Director,construction,general,New Zealand,APAC,mobile,Mobile,20,07/06/2024,,,,
2014,Pastor,npo,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,20,07/06/2024,,,,
2015,Representative,beautySpa,schedule,United States of America,NorthAmerica,organic,PC,40,07/06/2024,,,,
2016,Manager,retail,general,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,07/06/2024,07/06/2024,,
2017,Shift Supervisor,security,scheduling,Jamaica,NorthAmerica,cpc-pmp,PC,20,07/06/2024,,,,
2018,Business Manager,healthcare,scheduling,Australia,APAC,cpc-google,PC,20,07/06/2024,07/06/2024,,,
2019,Head of department,construction,timeTracking,Ukraine,Europe,cpc-google,PC,75,07/06/2024,07/06/2024,,21/06/2024,"1,428"
2020,President,beautySpa,general,Canada,NorthAmerica,cpc-google_pmax,PC,150,07/06/2024,07/06/2024,,,
2021,Admin,cleaning,general,Qatar,ArabStates,organic,PC,20,07/06/2024,07/06/2024,,08/06/2024,"1,428"
2022,Pelayanan PJU,other,general,Indonesia,APAC,mobile,Mobile,40,07/06/2024,,,,
2023,"Owner, Director",entertainment,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2024,Owner / director / manager / artist / curator,npo,general,South Africa,Africa,mobile,Mobile,20,07/06/2024,,,,
2025,Event Specialist,events,schedule,Canada,NorthAmerica,,Mobile,75,07/06/2024,25/06/2024,,,
2026,Operations Manager,hospitality,timeTracking,United Kingdom,Europe,cpc-google,PC,20,07/06/2024,,,,
2027,President,entertainment,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,Mobile,20,07/06/2024,,,,
2028,Civil Designer & Engineering Technologist,construction,general,Canada,NorthAmerica,,Mobile,150,07/06/2024,09/06/2024,,,
2029,Competitions Officer,fitness,schedule,Australia,APAC,cpc-Bingpaid_brand,PC,20,07/06/2024,,,,
2030,Manager,education,general,United States of America,NorthAmerica,cpc-google_brand,PC,20,07/06/2024,11/06/2024,,,
2031,Operating Partner,foodBeverages,general,United States of America,NorthAmerica,cpc-google,Mobile,40,07/06/2024,28/09/2024,,,
2032,Manager,hospitality,general,South Africa,Africa,cpc-google,PC,20,07/06/2024,07/06/2024,,26/06/2024,708
2033,Owner,foodBeverages,schedule,United States of America,NorthAmerica,mobile,Mobile,40,07/06/2024,,,,
2034,Operations Coordinator,construction,checklists,Australia,APAC,cpc-google,PC,20,07/06/2024,,,,
2035,Program Manager,hospitality,general,Netherlands,Europe,organic,PC,75,07/06/2024,07/06/2024,13/06/2024,,
2036,Owner,foodBeverages,schedule,United Kingdom,Europe,mobile,Mobile,20,07/06/2024,,,,
2037,Administration assistant,events,taskManagement,United States of America,NorthAmerica,cpc-google,Mobile,40,07/06/2024,,,,
2038,Managing Director,healthcare,general,Isle of Man,Europe,organic,Mobile,75,07/06/2024,07/06/2024,05/06/2024,,
2039,HR Coordinator,education,documentManagement,United States of America,NorthAmerica,organic,PC,"3,000",07/06/2024,,,,
2040,Business SLA - ICT Technician,other,general,Australia,APAC,cpc-google,PC,20,07/06/2024,,,,
2041,Marketing Director,cleaning,timeClock,United States of America,NorthAmerica,organic,PC,150,07/06/2024,,10/06/2024,,
2042,I.T/Facility Director,healthcare,chatAndUpdates,United States of America,NorthAmerica,mobile,Mobile,150,07/06/2024,,,,
2043,manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,,,,
2044,Care giver,healthcare,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,Mobile,750,07/06/2024,,,,
2045,Director of Nursing,healthcare,general,United States of America,NorthAmerica,mobile,Mobile,40,07/06/2024,07/06/2024,,,
2046,Administrative assistant,other,general,Canada,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2047,Recruiter,other,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,07/06/2024,,,,
2048,President,education,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,Mobile,20,07/06/2024,10/06/2024,,08/07/2024,348
2049,Owner,hospitality,scheduling,United States of America,NorthAmerica,cpc-google,Mobile,40,07/06/2024,,,,
2050,General Manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,,,,
2051,Security Officer,security,timeTracking,United States of America,NorthAmerica,cpc-google_sd_rmkt,Mobile,75,07/06/2024,,,,
2052,HR Admin,manufacturing,general,United States of America,NorthAmerica,cpc-google,PC,40,07/06/2024,,,,
2053,Lieutenant and firefighter.,other,schedule,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,22/06/2024,420
2054,Civil Engineer,construction,schedule,Philippines,APAC,cpc-google,PC,750,07/06/2024,,,,
2055,management,foodBeverages,general,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,07/06/2024,07/06/2024,11/06/2024,21/06/2024,420
2056,Operation manager,other,general,Hong Kong,APAC,cpc-google_brand,PC,20,07/06/2024,,,,
2057,General Manager,hospitality,general,United States of America,NorthAmerica,cpc-google,PC,20,07/06/2024,11/06/2024,,,
2058,Régie,religious,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2059,CSM,security,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,40,07/06/2024,,,,
2060,Nurse Administrator,healthcare,general,United States of America,NorthAmerica,cpc-google,Mobile,20,07/06/2024,13/06/2024,,21/06/2024,708
2061,PM,foodBeverages,general,India,APAC,direct,PC,20,07/06/2024,,,,
2062,Cabin leader,hospitality,general,United States of America,NorthAmerica,mobile,Mobile,75,07/06/2024,,,,
2063,Priest,religious,general,United States of America,NorthAmerica,cpc-pmp,PC,40,07/06/2024,,,,
2064,Owner,foodBeverages,scheduling,Iceland,Europe,cpc-google,PC,20,07/06/2024,07/06/2024,10/06/2024,,
2065,Tech,cleaning,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2066,owner,foodBeverages,schedule,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2067,CEO,cleaning,schedule,Japan,APAC,mobile,Mobile,20,07/06/2024,,,,
2068,Good,hospitality,chatAndUpdates,Canada,NorthAmerica,mobile,Mobile,"3,000",07/06/2024,,,,
2069,Operation Site Manager,logistics,general,United Kingdom,Europe,cpc-Bingpaid_brand,PC,20,07/06/2024,07/06/2024,,,
2070,Mgr,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2071,HR and Payroll Administration,realEstate,timeClock,United States of America,NorthAmerica,organic,Mobile,20,07/06/2024,,,,
2072,Deanery Development Officer,religious,general,United Kingdom,Europe,cpc-google,PC,150,07/06/2024,,,,
2073,President,manufacturing,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,08/06/2024,,21/06/2024,"1,836"
2074,District Manager,foodBeverages,taskManagement,United States of America,NorthAmerica,cpc-google_pmax,Mobile,20,07/06/2024,,,,
2075,E commerce Specialist,hospitality,checklists,United Arab Emirates,ArabStates,cpc-google,PC,150,07/06/2024,,,,
2076,L&D Specialist,other,general,Croatia,Europe,direct,PC,150,07/06/2024,,,,
2077,Assistant manager,transportation,chatAndUpdates,United States of America,NorthAmerica,mobile,Mobile,40,07/06/2024,,,,
2078,lop,security,scheduling,Sweden,Europe,cpc-google,PC,40,07/06/2024,,,,
2079,Owner,foodBeverages,general,United States of America,NorthAmerica,,Mobile,20,07/06/2024,07/06/2024,,07/06/2024,"1,224"
2080,Driver,hospitality,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,,,,
2081,office manager,other,scheduling,United Arab Emirates,ArabStates,cpc-pmp,PC,20,07/06/2024,,,,
2082,Executive Assistant,other,taskManagement,South Africa,Africa,cpc-google,PC,40,07/06/2024,,,,
2083,OWNER,foodBeverages,scheduling,Netherlands,Europe,cpc-google,PC,20,07/06/2024,07/06/2024,,,
2084,IT,other,general,Netherlands,Europe,organic,PC,20,07/06/2024,,,,
2085,Regional Manager,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,07/06/2024,08/06/2024,,,
2086,Assistant Director,education,general,United States of America,NorthAmerica,cpc-google,PC,40,07/06/2024,07/06/2024,,21/06/2024,868.8
